Codigo;Nome;;;;;;;;;;;;;;;;
210;"Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas; farinhas e pós, comestíveis, de carnes ou de miudezas";;;;;;;;;;;;;;;;
301;Peixes vivos;;;;;;;;;;;;;;;;
302;Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04;;;;;;;;;;;;;;;;
303;Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04;;;;;;;;;;;;;;;;
304;Filés de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados;;;;;;;;;;;;;;;;
305;"Peixes secos, salgados ou em salmoura; peixes defumados, mesmo cozidos antes ou durante a defumação; farinhas, pós e pellets, de peixe, próprios para alimentação humana";;;;;;;;;;;;;;;;
306;"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr";;;;;;;;;;;;;;;;
307;"Moluscos, com ou sem concha, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; invertebrados aquáticos, exceto crustáceos e moluscos, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets";;;;;;;;;;;;;;;;
308;Invertebrados aquáticos, exceto crustáceos e moluscos, vivos;;;;;;;;;;;;;;;;
401;Leite e nata, não concentrados nem adicionados de açúcar ou de outros edulcorantes;;;;;;;;;;;;;;;;
402;Leite e nata, concentrados ou adicionados de açúcar ou de outros edulcorantes;;;;;;;;;;;;;;;;
403;Leitelho, leite e nata coalhados, iogurte, kefir e outros leites e natas fermentados ou acidificados, mesmo concentrados ou adicionados de açúcar ou de outros edulcorantes, ou aromatizados ou adicionados de frutas ou de cacau;;;;;;;;;;;;;;;;
404;"Soro de leite, mesmo concentrado ou adicionado de açúcar ou de outros edulcorantes; produtos constituídos por componentes naturais do leite, mesmo adicionados de açúcar ou de outros edulcorantes, não especificados nem compreendidos em outras posições";;;;;;;;;;;;;;;;
405;"Manteiga e outras matérias gordas provenientes do leite; pastas de barrar (espalhar) de produtos provenientes do leite";;;;;;;;;;;;;;;;
406;Queijos e requeijão;;;;;;;;;;;;;;;;
407;Ovos de aves, com casca, frescos, conservados ou cozidos;;;;;;;;;;;;;;;;
408;Ovos de aves, sem casca, e gemas de ovos, frescos, secos, cozidos em água ou vapor, moldados, congelados ou conservados de outro modo, mesmo adicionados de açúcar ou de outros edulcorantes;;;;;;;;;;;;;;;;
409;Mel natural;;;;;;;;;;;;;;;;
410;Produtos comestíveis de origem animal, não especificados nem compreendidos noutras posições;;;;;;;;;;;;;;;;
501;"Cabelos em bruto, mesmo lavados ou desengordurados; desperdícios de cabelo";;;;;;;;;;;;;;;;
502;"Cerdas de porco ou de javali; pêlos de texugo e outros pêlos para escovas, pincéis e artigos semelhantes; desperdícios destas cerdas e pêlos";;;;;;;;;;;;;;;;
503;Crinas e seus desperdícios, mesmo em mantas;;;;;;;;;;;;;;;;
504;Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados;;;;;;;;;;;;;;;;
505;"Peles e outras partes de aves, com as suas penas ou penugem, penas e partes de penas (mesmo aparadas), penugem, em bruto ou simplesmente limpas, desinfectadas ou preparadas tendo em vista a sua conservação; pós e desperdícios de penas ou de partes de pena";;;;;;;;;;;;;;;;
506;"Ossos e núcleos córneos, em bruto, desengordurados ou simplesmente preparados (mas não cortados sob forma determinada), acidulados ou degelatinados; pós e desperdícios destas matérias";;;;;;;;;;;;;;;;
507;"Marfim, carapaças de tartaruga, barbas, incluídas as franjas, de baleia ou de outros mamíferos marinhos, chifres, galhadas, cascos, unhas, garras e bicos, em bruto ou simplesmente preparados, mas não cortados em forma determinada; pós e desperdícios desta";;;;;;;;;;;;;;;;
508;"Coral e matérias semelhantes, em bruto ou simplesmente preparados, mas não trabalhados de outro modo; conchas e carapaças de moluscos, crustáceos ou de equinodermes e ossos de sépias, em bruto ou simplesmente preparados, etc.";;;;;;;;;;;;;;;;
509;Esponjas naturais de origem animal;;;;;;;;;;;;;;;;
510;"Âmbar-cinzento, castóreo, algália e almíscar; bílis, mesmo seca; glândulas e outras substâncias de origem animal utilizadas na preparação de produtos farmacêuticos, frescas, refrigeradas, congeladas ou provisoriamente conservadas de outro modo";;;;;;;;;;;;;;;;
511;"Produtos de origem animal, não especificados nem compreendidos em outras posições; animais mortos dos Capítulos 1 ou 3, impróprios para alimentação humana";;;;;;;;;;;;;;;;
601;"Bolbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo, em vegetação ou em flor; mudas, plantas e raízes de chicória, exceto as raízes da posição 1212";;;;;;;;;;;;;;;;
602;"Outras plantas vivas (incluídas as suas raízes), estacas e enxertos; micélios de cogumelos";;;;;;;;;;;;;;;;
603;Flores e seus botões, cortados para ramos ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo;;;;;;;;;;;;;;;;
604;Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para ramos ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo;;;;;;;;;;;;;;;;
701;Batatas, frescas ou refrigeradas;;;;;;;;;;;;;;;;
702;Tomates, frescos ou refrigerados;;;;;;;;;;;;;;;;
703;Cebolas, chalotas, alho comum, alho-porro e outros produtos hortícolas aliáceos, frescos ou refrigerados;;;;;;;;;;;;;;;;
704;Couves, couve-flor, repolho ou couve frisada, couve-rábano e produtos comestíveis semelhantes do género Brassica, frescos ou refrigerados;;;;;;;;;;;;;;;;
705;Alface (Lactuca sativa) e chicórias (Cichorium spp.), frescas ou refrigeradas;;;;;;;;;;;;;;;;
706;Cenouras, nabos, beterrabas para salada, cercefi, aipo-rábano, rabanetes e raízes comestíveis semelhantes, frescos ou refrigerados;;;;;;;;;;;;;;;;
707;Pepinos e pepininhos (cornichons), frescos ou refrigerados;;;;;;;;;;;;;;;;
708;Legumes de vagem, com ou sem vagem, frescos ou refrigerados;;;;;;;;;;;;;;;;
709;Outros produtos hortícolas, frescos ou refrigerados;;;;;;;;;;;;;;;;
710;Produtos hortícolas, não cozidos ou cozidos em água ou vapor, congelados;;;;;;;;;;;;;;;;
711;Produtos hortícolas conservados transitoriamente (por exemplo: com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas impróprios para a alimentação nesse estado;;;;;;;;;;;;;;;;
712;Produtos hortícolas secos, mesmo cortados em pedaços ou fatias, ou ainda triturados ou em pó, mas sem qualquer outro preparo;;;;;;;;;;;;;;;;
713;Legumes de vagem, secos, em grão, mesmo pelados ou partidos;;;;;;;;;;;;;;;;
714;"Raízes de mandioca, de araruta e de salepo, topinambos, batatas-doces e raízes ou tubérculos semelhantes, com elevado teor de fécula ou de inulina, frescos, refrigerados, congelados ou secos, mesmo cortados em pedaços ou em pellets; medula de sagueiro";;;;;;;;;;;;;;;;
801;Cocos, castanha do Brasil e castanha de caju, frescos ou secos, mesmo sem casca ou pelados;;;;;;;;;;;;;;;;
802;Outras frutas de casca rija, frescas ou secas, mesmo sem casca ou peladas;;;;;;;;;;;;;;;;
803;Bananas frescas ou secas;;;;;;;;;;;;;;;;
804;Tâmaras, figos, ananases (abacaxis), abacates, goiabas, mangas e mangostões, frescos ou secos;;;;;;;;;;;;;;;;
805;Citrinos, frescos ou secos;;;;;;;;;;;;;;;;
806;Uvas frescas ou secas;;;;;;;;;;;;;;;;
807;Melões, melancias e papaias (mamões), frescos;;;;;;;;;;;;;;;;
808;Maçãs, pêras e marmelos, frescos;;;;;;;;;;;;;;;;
809;Damascos, cerejas, pêssegos (incluídas as nectarinas), ameixas e abrunhos, frescos;;;;;;;;;;;;;;;;
810;Outras frutas frescas;;;;;;;;;;;;;;;;
811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes;;;;;;;;;;;;;;;;
812;Frutas conservadas transitoriamente (por exemplo: com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas impróprias para alimentação nesse estado;;;;;;;;;;;;;;;;
813;"Frutas secas, exceto das posições 0801 a 0806; misturas de frutas secas ou de frutas de casca rija, do presente capítulo";;;;;;;;;;;;;;;;
814;Cascas de frutos cítricos, de melões ou de melancias, frescas, secas, congeladas ou apresentadas em água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação;;;;;;;;;;;;;;;;
901;"Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café contendo café em qualquer proporção";;;;;;;;;;;;;;;;
902;Chá, mesmo aromatizado;;;;;;;;;;;;;;;;
903;Mate;;;;;;;;;;;;;;;;
904;"Pimenta (do género Piper); pimentos dos géneros Capsicum ou Pimenta, secos ou triturados ou em pó";;;;;;;;;;;;;;;;
905;Baunilha;;;;;;;;;;;;;;;;
906;Canela e flores de caneleira;;;;;;;;;;;;;;;;
907;Cravo-da-índia (frutos, flores e pedúnculos);;;;;;;;;;;;;;;;
908;Noz-moscada, macis, amomos e cardamomos;;;;;;;;;;;;;;;;
909;"Sementes de anis, badiana, funcho, coentro, cominho ou de alcaravia; bagas de zimbro";;;;;;;;;;;;;;;;
910;Gengibre, açafrão, curcuma, tomilho, louro, caril e outras especiarias;;;;;;;;;;;;;;;;
1001;Trigo e mistura de trigo com centeio;;;;;;;;;;;;;;;;
1002;Centeio;;;;;;;;;;;;;;;;
1003;Cevada;;;;;;;;;;;;;;;;
1004;Aveia;;;;;;;;;;;;;;;;
1005;Milho;;;;;;;;;;;;;;;;
1006;Arroz;;;;;;;;;;;;;;;;
1007;Sorgo de grão;;;;;;;;;;;;;;;;
1008;"Trigo mourisco, painço e alpista; outros cereais";;;;;;;;;;;;;;;;
1101;Farinhas de trigo ou de mistura de trigo com centeio;;;;;;;;;;;;;;;;
1102;Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio;;;;;;;;;;;;;;;;
1103;Grumos, sêmolas e pellets, de cereais;;;;;;;;;;;;;;;;
1104;"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos";;;;;;;;;;;;;;;;
1105;Farinha, sêmola, pó, flocos, grânulos e pellets de batata;;;;;;;;;;;;;;;;
1106;Farinhas, sêmolas e pós, de legumes de vagem secos da posição 0713, de sagu ou das raízes ou tubérculos da posição 0714 e dos produtos do Capítulo 8;;;;;;;;;;;;;;;;
1107;Malte, mesmo torrado;;;;;;;;;;;;;;;;
1108;"Amidos e féculas; inulina";;;;;;;;;;;;;;;;
1109;Glúten de trigo, mesmo seco;;;;;;;;;;;;;;;;
1201;Soja, mesmo triturada;;;;;;;;;;;;;;;;
1202;Amendoins não torrados nem de outro modo cozidos, mesmo descascados ou triturados;;;;;;;;;;;;;;;;
1203;Copra em grãos;;;;;;;;;;;;;;;;
1204;Sementes de linho (linhaça), mesmo trituradas;;;;;;;;;;;;;;;;
1205;Sementes de nabo silvestre ou de colza, mesmo trituradas;;;;;;;;;;;;;;;;
1206;Sementes de girassol, mesmo trituradas;;;;;;;;;;;;;;;;
1207;Outras sementes e frutos oleaginosos, mesmo triturados;;;;;;;;;;;;;;;;
1208;Farinhas de sementes ou de frutos oleaginosos, exceto farinha de mostarda;;;;;;;;;;;;;;;;
1209;Sementes, frutos e esporos, para sementeira;;;;;;;;;;;;;;;;
1210;"Cones de lúpulo, frescos ou secos, mesmo triturados ou moídos ou em pellets; lupulina";;;;;;;;;;;;;;;;
1211;Plantas, partes de plantas, sementes e frutos, das espécies utilizadas principalmente em perfumaria, medicina ou como insecticidas, parasiticidas e semelhantes, frescos ou secos, mesmo cortados, triturados ou em pó;;;;;;;;;;;;;;;;
1212;"Alfarroba, algas, beterraba sacarina e cana-de-açúcar, frescas, refrigeradas, congeladas ou secas, mesmo em pó; caroços e amêndoas de frutos e outros produtos vegetais (incluídas as raízes de chicória não torradas, da variedade Cichorium intybus sativum) ";;;;;;;;;;;;;;;;
1213;Palhas, cascas de cereais, em bruto, moidas, prensadas, etc.;;;;;;;;;;;;;;;;
1214;Rutabagas, beterrabas forrageiras, raízes forrageiras, feno, luzerna, trevo, sanfeno, couves forrageiras, tremoço, ervilhaca e produtos forrageiros semelhantes, mesmo em pellets;;;;;;;;;;;;;;;;
1301;"Goma-laca; gomas, resinas, gomas-resinas e oleorresinas (bálsamos por exemplo), naturais";;;;;;;;;;;;;;;;
1302;"Sucos e extractos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes derivados dos vegetais, mesmo modificados";;;;;;;;;;;;;;;;
1401;Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo: bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais limpa, branqueada ou tingida, casca de tília);;;;;;;;;;;;;;;;
1402;Matérias vegetais para enchimento e estofamento;;;;;;;;;;;;;;;;
1403;Matérias vegetais para fabricação de vassouras;;;;;;;;;;;;;;;;
1404;Produtos vegetais não especificados nem compreendidos noutras posições;;;;;;;;;;;;;;;;
1501;Gorduras de porco (incluindo a banha) e gordura de aves;;;;;;;;;;;;;;;;
1502;Gorduras de animais das espécies bovina, ovina ou caprina, exceto as da posição 1503;;;;;;;;;;;;;;;;
1503;Estearina solar, óleo de banha de porco, óleo-estearina, óleo-margarina e óleo de sebo, não emulsionados nem misturados, nem preparados de outro modo;;;;;;;;;;;;;;;;
1504;Gorduras, óleos e respectivas fracções, de peixes ou de mamíferos marinhos, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1505;Suarda e substâncias gordas dela derivadas, incluindo a lanolina;;;;;;;;;;;;;;;;
1506;Outras gorduras e óleos animais, e respectivas frações, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1507;Óleo de soja e respectivas fracções, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1508;Óleo de amendoim e respectivas fracções, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1509;Azeite de oliveira e respectivas fracções, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1510;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09;;;;;;;;;;;;;;;;
1511;Óleo de palma e respectivas fracções, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1512;Óleos de girassol, de cártamo ou de algodão e respectivas fracções, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1513;Óleos de coco (óleo de copra), de palmiste ou de babaçu e respectivas fracções, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1514;Óleos de nabo silvestre, de colza ou de mostarda, e respectivas fracções, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1515;Outras gorduras e óleos vegetais (incluído o óleo de jojoba) e respectivas fracções, fixos, mesmo refinados, mas não quimicamente modificados;;;;;;;;;;;;;;;;
1516;Gorduras e óleos animais ou vegetais, e respectivas fracções, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo;;;;;;;;;;;;;;;;
1517;"Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais ou de fracções das diferentes gorduras ou óleos do presente capítulo, exceto as gorduras e óleos alimentícios, e respectivas fracções, da posição 1516";;;;;;;;;;;;;;;;
1518;Gorduras e óleos animais ou vegetais, cozidos, oxidados, desidratados ou modificados quimicamente por qualquer outro processo;;;;;;;;;;;;;;;;
1520;"Glicerol em bruto; águas e lixívias, glicéricas";;;;;;;;;;;;;;;;
1521;Ceras vegetais (exceto triglicéridos), ceras de abelha ou de outros insectos e espermacete, mesmo refinados ou corados;;;;;;;;;;;;;;;;
1522;"Dégras; resíduos provenientes do tratamento das substâncias gordas ou das ceras animais ou vegetais";;;;;;;;;;;;;;;;
1601;"Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos";;;;;;;;;;;;;;;;
1602;Outras preparações e conservas de carne, miudezas ou sangue;;;;;;;;;;;;;;;;
1603;Extratos e sucos de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos;;;;;;;;;;;;;;;;
1604;"Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe";;;;;;;;;;;;;;;;
1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas;;;;;;;;;;;;;;;;
1701;Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido;;;;;;;;;;;;;;;;
1702;"Outros açúcares, incluídos a lactose, maltose, glicose e frutose (levulose), quimicamente puras, no estado sólido; xaropes de açúcares, sem adição de aromatizantes ou de corantes; sucedâneos do mel, mesmo misturados com mel natural; açúcares e melaços car";;;;;;;;;;;;;;;;
1703;Melaços resultantes da extracção ou refinação do açúcar;;;;;;;;;;;;;;;;
1704;Produtos de confeitaria sem cacau (incluído o chocolate branco);;;;;;;;;;;;;;;;
1801;Cacau inteiro ou partido, em bruto ou torrado;;;;;;;;;;;;;;;;
1802;Cascas, peliculas e outros desperdícios de cacau;;;;;;;;;;;;;;;;
1803;Pasta de cacau, mesmo desengordurada;;;;;;;;;;;;;;;;
1804;Manteiga, gordura e óleo, de cacau;;;;;;;;;;;;;;;;
1805;Cacau em pó, sem adição de açúcar ou outros edulcorantes;;;;;;;;;;;;;;;;
1806;Chocolate e outras preparações alimentícias contendo cacau;;;;;;;;;;;;;;;;
1901;"Extractos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou extractos de malte, não contendo cacau ou contendo-o numa proporção inferior a 40 %, em peso, não especificadas nem compreendidas noutras posições; preparações a";;;;;;;;;;;;;;;;
1902;"Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como esparguete, macarrão, aletria, lasanha, nhoque, raviole e canelone; cuscuz, mesmo preparado";;;;;;;;;;;;;;;;
1903;Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes;;;;;;;;;;;;;;;;
1904;"Produtos à base de cereais, obtidos por expansão ou por torrefacção [por exemplo: flocos de milho (corn flakes)]; cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com excepção da farinha, do grumo e da sêmola), pré";;;;;;;;;;;;;;;;
1905;"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula em folhas e produtos semelhantes";;;;;;;;;;;;;;;;
2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético;;;;;;;;;;;;;;;;
2002;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético;;;;;;;;;;;;;;;;
2003;Cogumelos e trufas, preparados ou conservados, exceto em vinagre ou em ácido acético;;;;;;;;;;;;;;;;
2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com excepção dos produtos da posição 2006;;;;;;;;;;;;;;;;
2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com excepção dos produtos da posição 2006;;;;;;;;;;;;;;;;
2006;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados);;;;;;;;;;;;;;;;
2007;Doces, geleias, marmelades, purés e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes;;;;;;;;;;;;;;;;
2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições;;;;;;;;;;;;;;;;
2009;Sumos de frutas (incluídos os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, com ou sem adição de açúcar ou de outros edulcorantes;;;;;;;;;;;;;;;;
2101;"Extractos, essências e concentrados de café, chá ou de mate e preparações à base destes produtos ou à base de café, chá ou de mate; chicória torrada e outros sucedâneos torrados do café e respectivos extractos, essências e concentrados";;;;;;;;;;;;;;;;
2102;"Leveduras (vivas ou mortas); outros microrganismos monocelulares mortos (exceto as vacinas da posição 3002); pós para levedar, preparados";;;;;;;;;;;;;;;;
2103;"Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada";;;;;;;;;;;;;;;;
2104;"Preparações para caldos e sopas; caldos e sopas preparados; preparações alimentícias compostas homogeneizadas";;;;;;;;;;;;;;;;
2105;Sorvetes, mesmo contendo cacau;;;;;;;;;;;;;;;;
2106;Preparações alimentícias não especificadas nem compreendidas noutras posições;;;;;;;;;;;;;;;;
2201;"Águas, incluídas as águas minerais, naturais ou artificiais, e as águas gaseificadas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas; gelo e neve";;;;;;;;;;;;;;;;
2202;Águas, incluídas as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sumos de frutas ou de produtos hortícolas, da posição 2009;;;;;;;;;;;;;;;;
2203;Cervejas de malte;;;;;;;;;;;;;;;;
2204;"Vinhos de uvas frescas, incluídos os vinhos enriquecidos com álcool; mostos de uvas, excluídos os da posição 2009";;;;;;;;;;;;;;;;
2205;Vermutes e outros vinhos de uvas frescas aromatizados por plantas ou substâncias aromáticas;;;;;;;;;;;;;;;;
2206;Sidra e outras bebidas fermentadas e misturas de bebidas fermentadas;;;;;;;;;;;;;;;;
2207;"Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico";;;;;;;;;;;;;;;;
2208;"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas";;;;;;;;;;;;;;;;
2209;Vinagres e seus sucedâneos obtidos a partir do ácido acético, para usos alimentares;;;;;;;;;;;;;;;;
2301;"Farinhas, pó e pellets, de carnes, miudezas, peixes ou crustáceos, moluscos ou outros invertebrados aquáticos, impróprios para a alimentação humana; torresmos";;;;;;;;;;;;;;;;
2302;Sêmeas, farelos e outros resíduos, mesmo em pellets, da peneiração, moagem ou de outros tratamentos de cereais ou de leguminosas;;;;;;;;;;;;;;;;
2303;Resíduos da fabricação do amido e resíduos semelhantes, polpas de beterraba, bagaço de cana-de-açúcar e outros desperdícios da indústria do açúcar, borras e desperdícios da indústria da cerveja e das destilarias, mesmo em pellets;;;;;;;;;;;;;;;;
2304;Tortas e outros resíduos sólidos da extração do óleo de soja;;;;;;;;;;;;;;;;
2305;Tortas e outros resíduos sólidos, mesmo triturados ou em pellets, da extração do óleo de amendoim;;;;;;;;;;;;;;;;
2306;Bagaços e outros resíduos sólidos, mesmo triturados ou em pellets, da extracção de gorduras ou óleos vegetais, exceto das posições 2304 e 2305;;;;;;;;;;;;;;;;
2307;"Borras de vinho; tártaro em bruto";;;;;;;;;;;;;;;;
2308;Matérias vegetais e desperdícios vegetais, resíduos e subprodutos vegetais, mesmo em pellets, dos tipos utilizados na alimentação de animais, não especificados nem compreendidos noutras posições;;;;;;;;;;;;;;;;
2309;Preparações dos tipos utilizados na alimentação de animais;;;;;;;;;;;;;;;;
